Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,TotalMarkDown,Type,Size
5,2010-08-13,87.41,2.692,212.1978889,6.496,False,0.0,B,34875
5,2010-08-20,87.71,2.664,212.1608984,6.496,False,0.0,B,34875
5,2010-08-27,87.05,2.619,212.123908,6.496,False,0.0,B,34875
5,2010-09-03,84.06,2.577,212.0869176,6.496,False,0.0,B,34875
5,2010-09-10,79.86,2.565,212.0499271,6.496,True,0.0,B,34875
5,2010-09-17,82.28,2.582,212.0769346,6.496,False,0.0,B,34875
5,2010-09-24,78.53,2.624,212.1519404,6.496,False,0.0,B,34875
5,2010-10-01,71.1,2.603,212.2269463,6.768,False,0.0,B,34875
5,2010-10-08,64.99,2.633,212.3019522,6.768,False,0.0,B,34875
5,2010-10-15,68.11,2.72,212.3691867,6.768,False,0.0,B,34875
5,2010-10-22,70.96,2.725,212.4169928,6.768,False,0.0,B,34875
5,2010-10-29,70.58,2.716,212.464799,6.768,False,0.0,B,34875
5,2010-11-05,58.88,2.689,212.5126051,6.768,False,0.0,B,34875
5,2010-11-12,62.37,2.728,212.5604113,6.768,False,0.0,B,34875
5,2010-11-19,52.52,2.771,212.445487,6.768,False,0.0,B,34875
5,2010-11-26,66.15,2.735,212.303441,6.768,True,0.0,B,34875
5,2010-12-03,51.31,2.708,212.1613951,6.768,False,0.0,B,34875
5,2010-12-10,48.27,2.843,212.0193491,6.768,False,0.0,B,34875
5,2010-12-17,51.61,2.869,211.9580815,6.768,False,0.0,B,34875
5,2010-12-24,55.01,2.886,211.9573978,6.768,False,0.0,B,34875
5,2010-12-31,49.79,2.943,211.9567142,6.768,True,0.0,B,34875
5,2011-01-07,48.3,2.976,211.9560305,6.634,False,0.0,B,34875
5,2011-01-14,37.74,2.983,212.008514,6.634,False,0.0,B,34875
5,2011-01-21,45.41,3.016,212.3800012,6.634,False,0.0,B,34875
5,2011-01-28,44.5,3.01,212.7514884,6.634,False,0.0,B,34875
5,2011-02-04,41.67,2.989,213.1229755,6.634,False,0.0,B,34875
5,2011-02-11,38.25,3.022,213.4944627,6.634,True,0.0,B,34875
5,2011-02-18,58.83,3.045,213.8068304,6.634,False,0.0,B,34875
5,2011-02-25,63.35,3.065,214.0955503,6.634,False,0.0,B,34875
5,2011-03-04,60.35,3.288,214.3842702,6.634,False,0.0,B,34875
5,2011-03-11,55.74,3.459,214.6729901,6.634,False,0.0,B,34875
5,2011-03-18,64.31,3.488,214.9257339,6.634,False,0.0,B,34875
5,2011-03-25,70.71,3.473,215.1640872,6.634,False,0.0,B,34875
5,2011-04-01,61.5,3.524,215.4024406,6.489,False,0.0,B,34875
5,2011-04-08,69.64,3.622,215.6407939,6.489,False,0.0,B,34875
5,2011-04-15,72.02,3.743,215.8592673,6.489,False,0.0,B,34875
5,2011-04-22,74.34,3.807,216.0280407,6.489,False,0.0,B,34875
5,2011-04-29,74.75,3.81,216.1968142,6.489,False,0.0,B,34875
5,2011-05-06,66.27,3.906,216.3655877,6.489,False,0.0,B,34875
5,2011-05-13,77.38,3.899,216.5343611,6.489,False,0.0,B,34875
5,2011-05-20,71.37,3.907,216.3023847,6.489,False,0.0,B,34875
5,2011-05-27,80.14,3.786,216.0704083,6.489,False,0.0,B,34875
5,2011-06-03,83.81,3.699,215.8384319,6.489,False,0.0,B,34875
5,2011-06-10,83.61,3.648,215.6064555,6.489,False,0.0,B,34875
5,2011-06-17,86.84,3.637,215.560463,6.489,False,0.0,B,34875
5,2011-06-24,84.76,3.594,215.6539583,6.489,False,0.0,B,34875
5,2011-07-01,85.81,3.524,215.7474537,6.529,False,0.0,B,34875
5,2011-07-08,86.64,3.48,215.8409491,6.529,False,0.0,B,34875
5,2011-07-15,88.64,3.575,215.9250696,6.529,False,0.0,B,34875
5,2011-07-22,86.97,3.651,215.985753,6.529,False,0.0,B,34875
5,2011-07-29,89.42,3.682,216.0464364,6.529,False,0.0,B,34875
5,2011-08-05,91.07,3.684,216.1071198,6.529,False,0.0,B,34875
5,2011-08-12,90.16,3.638,216.1678032,6.529,False,0.0,B,34875
5,2011-08-19,89.35,3.554,216.2311855,6.529,False,0.0,B,34875
5,2011-08-26,89.18,3.523,216.2950176,6.529,False,0.0,B,34875
5,2011-09-02,90.38,3.533,216.3588498,6.529,False,0.0,B,34875
5,2011-09-09,79.04,3.546,216.4226819,6.529,True,0.0,B,34875
5,2011-09-16,83.55,3.526,216.6033083,6.529,False,0.0,B,34875
5,2011-09-23,78.01,3.467,216.9396605,6.529,False,0.0,B,34875
5,2011-09-30,81.16,3.355,217.2760127,6.529,False,0.0,B,34875
5,2011-10-07,71.64,3.285,217.6123648,6.3,False,0.0,B,34875
5,2011-10-14,72.36,3.274,217.9237458,6.3,False,0.0,B,34875
5,2011-10-21,66.9,3.353,218.0852999,6.3,False,0.0,B,34875
5,2011-10-28,69.27,3.372,218.2468539,6.3,False,0.0,B,34875
5,2011-11-04,56.71,3.332,218.408408,6.3,False,0.0,B,34875
5,2011-11-11,60.71,3.297,218.5699621,6.3,False,6773.0,B,34875
5,2011-11-18,64.33,3.308,218.793912,6.3,False,5826.91,B,34875
5,2011-11-25,61.93,3.236,219.0428204,6.3,True,30281.54,B,34875
5,2011-12-02,51.14,3.172,219.2917287,6.3,False,28675.05,B,34875
5,2011-12-09,44.12,3.158,219.540637,6.3,False,6271.48,B,34875
5,2011-12-16,54.42,3.159,219.7596266,6.3,False,3141.5699999999997,B,34875
5,2011-12-23,50.33,3.112,219.9387246,6.3,False,2095.9700000000003,B,34875
5,2011-12-30,45.62,3.129,220.1178226,6.3,True,20465.25,B,34875
5,2012-01-06,50.21,3.157,220.2969205,5.943,False,15499.900000000001,B,34875
5,2012-01-13,48.86,3.261,220.4760185,5.943,False,8921.26,B,34875
5,2012-01-20,54.65,3.268,220.5694104,5.943,False,4270.87,B,34875
5,2012-01-27,54.63,3.29,220.6628023,5.943,False,2416.6,B,34875
5,2012-02-03,57.35,3.36,220.7561941,5.943,False,43299.78999999999,B,34875
5,2012-02-10,48.57,3.409,220.849586,5.943,True,13884.29,B,34875
5,2012-02-17,48.25,3.51,221.0106341,5.943,False,12991.98,B,34875
5,2012-02-24,57.75,3.555,221.2224243,5.943,False,6430.700000000001,B,34875
5,2012-03-02,60.66,3.63,221.4342146,5.943,False,10573.869999999999,B,34875
5,2012-03-09,57.69,3.669,221.6460048,5.943,False,7048.8099999999995,B,34875
5,2012-03-16,63.55,3.734,221.7989713,5.943,False,4263.01,B,34875
5,2012-03-23,64.44,3.787,221.8735063,5.943,False,1718.3700000000001,B,34875
5,2012-03-30,67.76,3.845,221.9480412,5.943,False,7238.65,B,34875
5,2012-04-06,70.4,3.891,222.0225762,5.801,False,8934.82,B,34875
5,2012-04-13,70.56,3.891,222.0971111,5.801,False,4169.24,B,34875
5,2012-04-20,67.33,3.877,222.1512315,5.801,False,3173.76,B,34875
5,2012-04-27,68.96,3.814,222.2053519,5.801,False,3764.51,B,34875
5,2012-05-04,77.1,3.749,222.2594722,5.801,False,10477.71,B,34875
5,2012-05-11,73.45,3.688,222.3135926,5.801,False,7160.5599999999995,B,34875
5,2012-05-18,70.45,3.63,222.330443,5.801,False,5067.75,B,34875
5,2012-05-25,78.23,3.561,222.3323853,5.801,False,6681.73,B,34875
5,2012-06-01,79.72,3.501,222.3343277,5.801,False,5389.77,B,34875
5,2012-06-08,81.02,3.452,222.33627,5.801,False,5966.76,B,34875
5,2012-06-15,81.64,3.393,222.3492901,5.801,False,4310.74,B,34875
5,2012-06-22,80.57,3.346,222.3900046,5.801,False,5495.92,B,34875
5,2012-06-29,87.08,3.286,222.4307191,5.801,False,2479.91,B,34875
5,2012-07-06,82.35,3.227,222.4714336,5.603,False,6330.42,B,34875
5,2012-07-13,80.78,3.256,222.5121481,5.603,False,3171.68,B,34875
5,2012-07-20,81.05,3.311,222.5209358,5.603,False,2310.75,B,34875
5,2012-07-27,85.06,3.407,222.5297234,5.603,False,7961.6900000000005,B,34875
5,2012-08-03,86.91,3.417,222.5385111,5.603,False,13538.449999999999,B,34875
5,2012-08-10,86.96,3.494,222.5472987,5.603,False,7066.5,B,34875
5,2012-08-17,87.52,3.571,222.6276753,5.603,False,4801.87,B,34875
5,2012-08-24,79.45,3.62,222.7617437,5.603,False,4040.68,B,34875
5,2012-08-31,84.25,3.638,222.8958121,5.603,False,10813.31,B,34875
5,2012-09-07,86.3,3.73,223.0298805,5.603,True,5846.820000000001,B,34875
5,2012-09-14,76.65,3.717,223.1734167,5.603,False,6925.71,B,34875
5,2012-09-21,71.09,3.721,223.3737593,5.603,False,7702.960000000001,B,34875
5,2012-09-28,78.33,3.666,223.5741019,5.603,False,3198.52,B,34875
5,2012-10-05,71.17,3.617,223.7744444,5.422,False,5247.41,B,34875
5,2012-10-12,66.24,3.601,223.974787,5.422,False,5376.21,B,34875
5,2012-10-19,69.17,3.594,224.0192873,5.422,False,1618.8600000000001,B,34875
5,2012-10-26,71.7,3.506,224.0378139,5.422,False,2281.3999999999996,B,34875
5,2012-11-02,57.83,3.386,224.0563405,5.422,False,6762.1,B,34875
5,2012-11-09,64.61,3.314,224.0748671,5.422,False,6486.599999999999,B,34875
5,2012-11-16,56.89,3.252,224.1066241,5.422,False,4248.15,B,34875
5,2012-11-23,59.07,3.211,224.1560216,5.422,True,44049.21,B,34875
5,2012-11-30,56.2,3.207,224.2054191,5.422,False,8188.83,B,34875
5,2012-12-07,66.13,3.198,224.2548167,5.422,False,5005.68,B,34875
5,2012-12-14,52.44,3.168,224.314405,5.422,False,5121.429999999999,B,34875
5,2012-12-21,58.63,3.098,224.4351383,5.422,False,2271.7400000000002,B,34875
5,2012-12-28,47.47,3.108,224.5558716,5.422,True,22706.75,B,34875
5,2013-01-04,41.77,3.161,224.6766048,5.494,False,12678.489999999998,B,34875
5,2013-01-11,49.5,3.243,224.7973381,5.494,False,8017.19,B,34875
5,2013-01-18,45.08,3.237,224.8311254,5.494,False,6453.21,B,34875
5,2013-01-25,57.05,3.227,224.8301344,5.494,False,2374.84,B,34875
5,2013-02-01,58.99,3.244,224.8291434,5.494,False,12138.67,B,34875
5,2013-02-08,59.05,3.417,224.8281523,5.494,True,36892.11,B,34875
5,2013-02-15,53.09,3.475,224.86875,5.494,False,9999.17,B,34875
5,2013-02-22,54.1,3.597,225.0133194,5.494,False,5134.07,B,34875
5,2013-03-01,49.47,3.711,225.1578889,5.494,False,7252.150000000001,B,34875
5,2013-03-08,53.16,3.658,225.3024583,5.494,False,10936.67,B,34875
5,2013-03-15,58.01,3.622,225.4297742,5.494,False,4424.93,B,34875
5,2013-03-22,65.96,3.611,225.5139561,5.494,False,4721.1,B,34875
5,2013-03-29,53.25,3.606,225.598138,5.494,False,5018.67,B,34875
5,2013-04-05,61.88,3.583,225.6823199,5.278,False,10340.98,B,34875
5,2013-04-12,62.36,3.529,225.7665018,5.278,False,3624.3999999999996,B,34875
5,2013-04-19,67.43,3.451,225.7665018,5.278,False,1835.24,B,34875
5,2013-04-26,60.44,3.417,225.7665018,5.278,False,787.9100000000001,B,34875
5,2013-05-03,67.55,3.386,225.55051454645366,5.278,False,4989.51,B,34875
5,2013-05-10,65.52,3.392,225.58787645858897,5.278,False,4077.78,B,34875
5,2013-05-17,71.38,3.454,225.62413234910875,5.278,False,6540.909999999999,B,34875
5,2013-05-24,77.84,3.494,225.65930584524858,5.278,False,3937.95,B,34875
5,2013-05-31,78.26,3.466,225.69342137201699,5.278,False,3051.9300000000003,B,34875
5,2013-06-07,78.4,3.439,225.72650415219547,5.278,False,8535.86,B,34875
5,2013-06-14,80.76,3.431,225.75858020633845,5.278,False,2308.77,B,34875
5,2013-06-21,83.85,3.479,225.7896763527733,5.278,False,4702.08,B,34875
5,2013-06-28,86.09,3.495,225.81982020760034,5.278,False,3396.76,B,34875
5,2013-07-05,82.06,3.422,225.84904018469288,5.005721278727302,False,5513.99,B,34875
5,2013-07-12,85.75,3.4,225.8773654956971,5.005721278727302,False,3945.91,B,34875
5,2013-07-19,79.73,3.556,225.9048261500322,5.005721278727302,False,3162.92,B,34875
5,2013-07-26,84.16,3.62,225.93145295489026,5.005721278727302,False,1115.41,B,34875
6,2010-02-05,40.43,2.572,212.6223518,7.259,False,0.0,A,202505
6,2010-02-12,40.57,2.548,212.7700425,7.259,True,0.0,A,202505
6,2010-02-19,43.58,2.514,212.8161546,7.259,False,0.0,A,202505
6,2010-02-26,47.1,2.561,212.845337,7.259,False,0.0,A,202505
6,2010-03-05,49.63,2.625,212.8745193,7.259,False,0.0,A,202505
6,2010-03-12,58.82,2.667,212.9037017,7.259,False,0.0,A,202505
6,2010-03-19,56.55,2.72,212.7351935,7.259,False,0.0,A,202505
6,2010-03-26,53.74,2.732,212.533737,7.259,False,0.0,A,202505
6,2010-04-02,64.94,2.719,212.3322805,7.092,False,0.0,A,202505
6,2010-04-09,66.15,2.77,212.1308239,7.092,False,0.0,A,202505
6,2010-04-16,65.68,2.808,211.9942765,7.092,False,0.0,A,202505
6,2010-04-23,64.11,2.795,211.9442745,7.092,False,0.0,A,202505
6,2010-04-30,68.91,2.78,211.8942725,7.092,False,0.0,A,202505
6,2010-05-07,73.68,2.835,211.8442706,7.092,False,0.0,A,202505
6,2010-05-14,74.95,2.854,211.8421769,7.092,False,0.0,A,202505
6,2010-05-21,74.8,2.826,212.1275324,7.092,False,0.0,A,202505
6,2010-05-28,78.89,2.759,212.412888,7.092,False,0.0,A,202505
6,2010-06-04,79.44,2.705,212.6982436,7.092,False,0.0,A,202505
6,2010-06-11,81.81,2.668,212.9835992,7.092,False,0.0,A,202505
6,2010-06-18,83.89,2.637,212.9813843,7.092,False,0.0,A,202505
6,2010-06-25,84.2,2.653,212.8641412,7.092,False,0.0,A,202505
6,2010-07-02,80.34,2.669,212.746898,6.973,False,0.0,A,202505
6,2010-07-09,80.93,2.642,212.6296549,6.973,False,0.0,A,202505
6,2010-07-16,83.75,2.623,212.6212163,6.973,False,0.0,A,202505
6,2010-07-23,83.9,2.608,212.7578505,6.973,False,0.0,A,202505
6,2010-07-30,81.37,2.64,212.8944846,6.973,False,0.0,A,202505
6,2010-08-06,86.61,2.627,213.0311188,6.973,False,0.0,A,202505
6,2010-08-13,86.83,2.692,213.1677529,6.973,False,0.0,A,202505
6,2010-08-20,87.36,2.664,213.1291427,6.973,False,0.0,A,202505
6,2010-08-27,85.71,2.619,213.0905324,6.973,False,0.0,A,202505
6,2010-09-03,82.15,2.577,213.0519222,6.973,False,0.0,A,202505
6,2010-09-10,78.78,2.565,213.013312,6.973,True,0.0,A,202505
6,2010-09-17,81.78,2.582,213.0398643,6.973,False,0.0,A,202505
6,2010-09-24,76.49,2.624,213.1152886,6.973,False,0.0,A,202505
6,2010-10-01,70.69,2.603,213.1907129,7.007,False,0.0,A,202505
6,2010-10-08,65.21,2.633,213.2661373,7.007,False,0.0,A,202505
6,2010-10-15,68.93,2.72,213.3337977,7.007,False,0.0,A,202505
6,2010-10-22,70.97,2.725,213.3820486,7.007,False,0.0,A,202505
6,2010-10-29,70.39,2.716,213.4302994,7.007,False,0.0,A,202505
6,2010-11-05,59.9,2.689,213.4785503,7.007,False,0.0,A,202505
6,2010-11-12,62.11,2.728,213.5268011,7.007,False,0.0,A,202505
6,2010-11-19,52.99,2.771,213.4107412,7.007,False,0.0,A,202505
6,2010-11-26,65.79,2.735,213.2672961,7.007,True,0.0,A,202505
6,2010-12-03,52.3,2.708,213.123851,7.007,False,0.0,A,202505
6,2010-12-10,48.46,2.843,212.9804059,7.007,False,0.0,A,202505
6,2010-12-17,52.24,2.869,212.918049,7.007,False,0.0,A,202505
6,2010-12-24,55.07,2.886,212.9165082,7.007,False,0.0,A,202505
6,2010-12-31,49.14,2.943,212.9149674,7.007,True,0.0,A,202505
6,2011-01-07,47.78,2.976,212.9134266,6.858,False,0.0,A,202505
6,2011-01-14,38.37,2.983,212.9655882,6.858,False,0.0,A,202505
6,2011-01-21,46.2,3.016,213.3399647,6.858,False,0.0,A,202505
6,2011-01-28,44.98,3.01,213.7143412,6.858,False,0.0,A,202505
6,2011-02-04,40.59,2.989,214.0887176,6.858,False,0.0,A,202505
6,2011-02-11,39.38,3.022,214.4630941,6.858,True,0.0,A,202505
6,2011-02-18,59.61,3.045,214.7775231,6.858,False,0.0,A,202505
6,2011-02-25,62.86,3.065,215.0679731,6.858,False,0.0,A,202505
6,2011-03-04,60.45,3.288,215.3584231,6.858,False,0.0,A,202505
6,2011-03-11,57.71,3.459,215.6488731,6.858,False,0.0,A,202505
6,2011-03-18,65.07,3.488,215.9035078,6.858,False,0.0,A,202505
6,2011-03-25,70.83,3.473,216.1438163,6.858,False,0.0,A,202505
6,2011-04-01,62.25,3.524,216.3841249,6.855,False,0.0,A,202505
6,2011-04-08,70.35,3.622,216.6244334,6.855,False,0.0,A,202505
6,2011-04-15,73.17,3.743,216.8446627,6.855,False,0.0,A,202505
6,2011-04-22,74.24,3.807,217.0146941,6.855,False,0.0,A,202505
6,2011-04-29,75.27,3.81,217.1847255,6.855,False,0.0,A,202505
6,2011-05-06,65.42,3.906,217.3547569,6.855,False,0.0,A,202505
6,2011-05-13,76.95,3.899,217.5247882,6.855,False,0.0,A,202505
6,2011-05-20,72.01,3.907,217.2896095,6.855,False,0.0,A,202505
6,2011-05-27,80.83,3.786,217.0544307,6.855,False,0.0,A,202505
6,2011-06-03,84.01,3.699,216.819252,6.855,False,0.0,A,202505
6,2011-06-10,84.49,3.648,216.5840732,6.855,False,0.0,A,202505
6,2011-06-17,87.08,3.637,216.5371616,6.855,False,0.0,A,202505
6,2011-06-24,85.51,3.594,216.6314502,6.855,False,0.0,A,202505
6,2011-07-01,87.0,3.524,216.7257388,6.925,False,0.0,A,202505
6,2011-07-08,88.36,3.48,216.8200275,6.925,False,0.0,A,202505
6,2011-07-15,88.93,3.575,216.9044732,6.925,False,0.0,A,202505
6,2011-07-22,88.06,3.651,216.964312,6.925,False,0.0,A,202505
6,2011-07-29,90.22,3.682,217.0241507,6.925,False,0.0,A,202505
6,2011-08-05,91.46,3.684,217.0839894,6.925,False,0.0,A,202505
6,2011-08-12,90.49,3.638,217.1438281,6.925,False,0.0,A,202505
6,2011-08-19,89.26,3.554,217.2069662,6.925,False,0.0,A,202505
6,2011-08-26,90.07,3.523,217.2706543,6.925,False,0.0,A,202505
6,2011-09-02,91.22,3.533,217.3343423,6.925,False,0.0,A,202505
6,2011-09-09,80.21,3.546,217.3980304,6.925,True,0.0,A,202505
6,2011-09-16,84.94,3.526,217.5797506,6.925,False,0.0,A,202505
6,2011-09-23,78.49,3.467,217.9188471,6.925,False,0.0,A,202505
6,2011-09-30,82.51,3.355,218.2579435,6.925,False,0.0,A,202505
6,2011-10-07,74.1,3.285,218.59704,6.551,False,0.0,A,202505
6,2011-10-14,71.24,3.274,218.9109844,6.551,False,0.0,A,202505
6,2011-10-21,68.53,3.353,219.0740167,6.551,False,0.0,A,202505
6,2011-10-28,69.51,3.372,219.237049,6.551,False,0.0,A,202505
6,2011-11-04,58.54,3.332,219.4000812,6.551,False,0.0,A,202505
6,2011-11-11,61.33,3.297,219.5631135,6.551,False,23412.78,A,202505
6,2011-11-18,63.89,3.308,219.7897137,6.551,False,13796.68,A,202505
6,2011-11-25,62.78,3.236,220.0417412,6.551,True,84794.95,A,202505
6,2011-12-02,51.18,3.172,220.2937686,6.551,False,40401.61,A,202505
6,2011-12-09,43.64,3.158,220.5457961,6.551,False,21545.53,A,202505
6,2011-12-16,53.27,3.159,220.7671856,6.551,False,12998.4,A,202505
6,2011-12-23,49.45,3.112,220.9477245,6.551,False,8976.189999999999,A,202505
6,2011-12-30,46.8,3.129,221.1282634,6.551,True,92849.95,A,202505
6,2012-01-06,50.82,3.157,221.3088023,6.132,False,43021.229999999996,A,202505
6,2012-01-13,48.33,3.261,221.4893412,6.132,False,21900.320000000003,A,202505
6,2012-01-20,55.37,3.268,221.5831306,6.132,False,12024.61,A,202505
6,2012-01-27,53.95,3.29,221.6769199,6.132,False,4837.51,A,202505
6,2012-02-03,57.45,3.36,221.7707093,6.132,False,74133.28,A,202505
6,2012-02-10,48.58,3.409,221.8644987,6.132,True,34154.0,A,202505
6,2012-02-17,49.03,3.51,222.026359,6.132,False,42227.37,A,202505
6,2012-02-24,59.17,3.555,222.2392726,6.132,False,24268.8,A,202505
6,2012-03-02,60.32,3.63,222.4521862,6.132,False,35533.38,A,202505
6,2012-03-09,57.89,3.669,222.6650998,6.132,False,14357.07,A,202505
6,2012-03-16,62.8,3.734,222.8186603,6.132,False,11436.0,A,202505
6,2012-03-23,63.71,3.787,222.8930835,6.132,False,9630.57,A,202505
6,2012-03-30,67.91,3.845,222.9675066,6.132,False,17481.82,A,202505
6,2012-04-06,71.6,3.891,223.0419298,5.964,False,17583.38,A,202505
6,2012-04-13,71.29,3.891,223.1163529,5.964,False,16040.029999999999,A,202505
6,2012-04-20,68.64,3.877,223.17092,5.964,False,8677.82,A,202505
6,2012-04-27,71.5,3.814,223.2254871,5.964,False,5147.74,A,202505
6,2012-05-04,77.66,3.749,223.2800541,5.964,False,22256.34,A,202505
6,2012-05-11,72.66,3.688,223.3346212,5.964,False,23805.5,A,202505
6,2012-05-18,70.5,3.63,223.3511928,5.964,False,9953.74,A,202505
6,2012-05-25,78.47,3.561,223.3525662,5.964,False,14823.57,A,202505
6,2012-06-01,80.39,3.501,223.3539397,5.964,False,14147.869999999999,A,202505
6,2012-06-08,80.5,3.452,223.3553131,5.964,False,18556.850000000002,A,202505
6,2012-06-15,82.1,3.393,223.3680933,5.964,False,16366.880000000001,A,202505
6,2012-06-22,81.2,3.346,223.4093906,5.964,False,17556.57,A,202505
6,2012-06-29,87.35,3.286,223.4506878,5.964,False,8674.64,A,202505
6,2012-07-06,82.95,3.227,223.4919851,5.668,False,15919.119999999999,A,202505
6,2012-07-13,80.27,3.256,223.5332824,5.668,False,16807.72,A,202505
6,2012-07-20,81.57,3.311,223.5424501,5.668,False,14687.439999999999,A,202505
6,2012-07-27,85.78,3.407,223.5516178,5.668,False,27720.9,A,202505
6,2012-08-03,87.55,3.417,223.5607856,5.668,False,53920.020000000004,A,202505
6,2012-08-10,87.04,3.494,223.5699533,5.668,False,17368.22,A,202505
6,2012-08-17,87.53,3.571,223.6510224,5.668,False,15513.400000000001,A,202505
6,2012-08-24,79.03,3.62,223.7860175,5.668,False,17191.42,A,202505
6,2012-08-31,83.58,3.638,223.9210125,5.668,False,41608.229999999996,A,202505
6,2012-09-07,86.33,3.73,224.0560076,5.668,True,20776.48,A,202505
6,2012-09-14,76.41,3.717,224.2004678,5.668,False,24970.27,A,202505
6,2012-09-21,70.81,3.721,224.4017192,5.668,False,18693.57,A,202505
6,2012-09-28,77.82,3.666,224.6029706,5.668,False,8591.44,A,202505
6,2012-10-05,70.84,3.617,224.804222,5.329,False,19365.260000000002,A,202505
6,2012-10-12,65.43,3.601,225.0054733,5.329,False,11185.54,A,202505
6,2012-10-19,69.68,3.594,225.0501013,5.329,False,5591.4400000000005,A,202505
6,2012-10-26,72.34,3.506,225.0686254,5.329,False,9081.18,A,202505
6,2012-11-02,58.38,3.386,225.0871495,5.329,False,41111.090000000004,A,202505
6,2012-11-09,66.68,3.314,225.1056736,5.329,False,16727.489999999998,A,202505
6,2012-11-16,56.16,3.252,225.1376976,5.329,False,17485.33,A,202505
6,2012-11-23,60.28,3.211,225.1877216,5.329,True,115281.12999999999,A,202505
6,2012-11-30,56.18,3.207,225.2377455,5.329,False,17754.690000000002,A,202505
6,2012-12-07,64.25,3.198,225.2877694,5.329,False,30688.61,A,202505
6,2012-12-14,51.31,3.168,225.3479355,5.329,False,12630.439999999999,A,202505
6,2012-12-21,58.51,3.098,225.4689545,5.329,False,9963.48,A,202505
6,2012-12-28,46.57,3.108,225.5899734,5.329,True,67107.66,A,202505
6,2013-01-04,40.46,3.161,225.7109924,5.372,False,66563.21,A,202505
6,2013-01-11,48.26,3.243,225.8320114,5.372,False,42684.869999999995,A,202505
6,2013-01-18,44.94,3.237,225.8649753,5.372,False,7422.24,A,202505
6,2013-01-25,57.35,3.227,225.8627173,5.372,False,3442.66,A,202505
6,2013-02-01,58.57,3.244,225.8604592,5.372,False,35983.520000000004,A,202505
6,2013-02-08,60.55,3.417,225.8582011,5.372,True,106926.52000000002,A,202505
6,2013-02-15,53.36,3.475,225.8980588,5.372,False,53944.69,A,202505
6,2013-02-22,54.57,3.597,226.0432059,5.372,False,21993.58,A,202505
6,2013-03-01,50.08,3.711,226.1883529,5.372,False,12096.8,A,202505
6,2013-03-08,55.31,3.658,226.3335,5.372,False,58046.310000000005,A,202505
6,2013-03-15,59.18,3.622,226.4615074,5.372,False,11986.29,A,202505
6,2013-03-22,65.87,3.611,226.5466657,5.372,False,17271.42,A,202505
6,2013-03-29,54.23,3.606,226.6318239,5.372,False,10621.89,A,202505
6,2013-04-05,61.4,3.583,226.7169822,5.285,False,27666.11,A,202505
6,2013-04-12,63.11,3.529,226.8021404,5.285,False,10821.22,A,202505
6,2013-04-19,68.65,3.451,226.8021404,5.285,False,4000.8100000000004,A,202505
6,2013-04-26,60.91,3.417,226.8021404,5.285,False,5694.639999999999,A,202505
6,2013-05-03,68.17,3.386,226.5801351184041,5.285,False,19379.829999999998,A,202505
6,2013-05-10,66.6,3.392,226.61690136914163,5.285,False,16824.32,A,202505
6,2013-05-17,72.28,3.454,226.65251690660912,5.285,False,13966.740000000002,A,202505
6,2013-05-24,78.46,3.494,226.68700455010676,5.285,False,14444.01,A,202505
6,2013-05-31,77.49,3.466,226.72038791150527,5.285,False,10462.08,A,202505
6,2013-06-07,79.63,3.439,226.75269139524602,5.285,False,30961.36,A,202505
6,2013-06-14,80.91,3.431,226.7839401983408,5.285,False,12070.69,A,202505
6,2013-06-21,83.53,3.479,226.81416031037202,5.285,False,19418.86,A,202505
6,2013-06-28,86.14,3.495,226.8433785134926,5.285,False,19753.129999999997,A,202505
6,2013-07-05,82.98,3.422,226.87162238242604,5.545589410557431,False,31768.43,A,202505
6,2013-07-12,85.91,3.4,226.89892028446639,5.545589410557431,False,22819.36,A,202505
6,2013-07-19,79.11,3.556,226.9253013794782,5.545589410557431,False,7626.68,A,202505
6,2013-07-26,84.42,3.62,226.9507956198966,5.545589410557431,False,4076.5299999999997,A,202505
7,2010-02-05,10.53,2.58,189.3816974,9.014,False,0.0,B,70713
7,2010-02-12,25.9,2.572,189.4642725,9.014,True,0.0,B,70713
7,2010-02-19,27.28,2.55,189.5340998,9.014,False,0.0,B,70713
7,2010-02-26,24.91,2.586,189.6018023,9.014,False,0.0,B,70713
7,2010-03-05,35.86,2.62,189.6695049,9.014,False,0.0,B,70713
7,2010-03-12,27.25,2.684,189.7372075,9.014,False,0.0,B,70713
7,2010-03-19,29.04,2.692,189.734262,9.014,False,0.0,B,70713
7,2010-03-26,23.33,2.717,189.7195417,9.014,False,0.0,B,70713
7,2010-04-02,38.26,2.725,189.7048215,8.963,False,0.0,B,70713
7,2010-04-09,33.79,2.75,189.6901012,8.963,False,0.0,B,70713
7,2010-04-16,41.89,2.765,189.6628845,8.963,False,0.0,B,70713
7,2010-04-23,43.07,2.776,189.6190057,8.963,False,0.0,B,70713
7,2010-04-30,38.99,2.766,189.575127,8.963,False,0.0,B,70713
7,2010-05-07,40.07,2.771,189.5312483,8.963,False,0.0,B,70713
7,2010-05-14,41.41,2.788,189.4904116,8.963,False,0.0,B,70713
7,2010-05-21,46.6,2.776,189.467827,8.963,False,0.0,B,70713
7,2010-05-28,54.24,2.737,189.4452425,8.963,False,0.0,B,70713
7,2010-06-04,53.63,2.7,189.422658,8.963,False,0.0,B,70713
7,2010-06-11,63.59,2.684,189.4000734,8.963,False,0.0,B,70713
